Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-10 00:00:00-04:00,202.79799838593433,202.99920281541554,197.70099006339882,199.52134704589844,36716500,0.0,0.0
2020-08-11 00:00:00-04:00,198.47701588010221,198.9464684665569,194.62550768489723,194.85545349121094,36446500,0.0,0.0
2020-08-12 00:00:00-04:00,196.6853633438916,201.46621519059136,196.16800361297544,200.42190551757812,28013100,0.0,0.0
2020-08-13 00:00:00-04:00,200.6614881298683,202.49143547853484,199.42554928673022,199.95249938964844,22588900,0.0,0.0
2020-08-14 00:00:00-04:00,200.00997258590266,200.8051854995055,198.81236541828898,200.14410400390625,17958900,0.0,0.0
2020-08-17 00:00:00-04:00,200.81472592060226,202.33807835147277,200.1632201809644,201.46621704101562,20184800,0.0,0.0
2020-08-18 00:00:00-04:00,201.70576542532348,203.45906387306434,200.44110000254938,202.6255340576172,21336200,0.0,0.0
2020-08-19 00:00:00-04:00,203.11532137379675,203.7011668832375,200.96401670782853,201.3961944580078,27627600,0.51,0.0
2020-08-20 00:00:00-04:00,201.24257482025888,206.48637478609217,200.63753168715445,206.0830078125,26981500,0.0,0.0
2020-08-21 00:00:00-04:00,205.3915117571103,207.6868712742593,204.42151129871056,204.58477783203125,36249300,0.0,0.0
2020-08-24 00:00:00-04:00,206.2846433660355,206.98574705184538,204.0180951120791,205.22821044921875,25460100,0.0,0.0
2020-08-25 00:00:00-04:00,204.6615686502585,208.03257269130896,204.6615686502585,207.8981170654297,23043700,0.0,0.0
2020-08-26 00:00:00-04:00,209.25228930731743,213.29557152779088,208.75287641020205,212.39279174804688,39600800,0.0,0.0
2020-08-27 00:00:00-04:00,214.06391898104908,221.99683117871206,210.71211201268858,217.60780334472656,57602200,0.0,0.0
2020-08-28 00:00:00-04:00,219.14443155423294,221.5070259544178,217.60779777645126,219.8455352783203,26292900,0.0,0.0
2020-08-31 00:00:00-04:00,218.0111720750018,219.64385193055338,215.42768932110053,216.59938049316406,28774200,0.0,0.0
2020-09-01 00:00:00-04:00,216.58019136916778,218.44337309171303,215.5429557301869,218.2705078125,25725500,0.0,0.0
2020-09-02 00:00:00-04:00,218.94276449796857,223.63912796259172,218.34732016667317,222.47703552246094,34080800,0.0,0.0
2020-09-03 00:00:00-04:00,220.19129093318827,220.22970055127237,206.44794563306343,208.69528198242188,58400300,0.0,0.0
2020-09-04 00:00:00-04:00,206.58238418606985,209.71328803798121,197.06480108183683,205.7660369873047,59664100,0.0,0.0
2020-09-08 00:00:00-04:00,198.32293318553906,201.71314970879104,194.19320331662198,194.63499450683594,52924300,0.0,0.0
2020-09-09 00:00:00-04:00,199.37937868506188,206.33267691327018,198.5150084494473,202.92324829101562,45679000,0.0,0.0
2020-09-10 00:00:00-04:00,204.94972624563192,206.23667571967312,196.0276004945869,197.23770141601562,35461500,0.0,0.0
2020-09-11 00:00:00-04:00,198.99520056074192,200.36858241370766,193.2712154622294,195.9507293701172,33620100,0.0,0.0
2020-09-14 00:00:00-04:00,196.1524244365995,200.91600807805682,195.95073365631603,197.27609252929688,30375800,0.0,0.0
2020-09-15 00:00:00-04:00,200.16691959839233,201.4730664903299,198.7359157965903,200.51266479492188,21823900,0.0,0.0
2020-09-16 00:00:00-04:00,202.2798040655635,202.30861494458284,196.5366059261538,196.9303741455078,26328100,0.0,0.0
2020-09-17 00:00:00-04:00,192.12835744301333,196.23887542741775,192.0419248096165,194.87510681152344,34011300,0.0,0.0
2020-09-18 00:00:00-04:00,194.7694666209118,195.58579926868694,188.47883258955716,192.45489501953125,55225300,0.0,0.0
2020-09-21 00:00:00-04:00,189.38163451990854,194.68305659370847,188.603711401574,194.519775390625,39839700,0.0,0.0
